zipcode,zipcode_type,major_city,post_office_city,county,state,lat,lng
15847,PO Box,Knox Dale,"Knox Dale, PA",Jefferson County,PA,41.2,-79
15848,Standard,Luthersburg,"Luthersburg, PA",Clearfield County,PA,41.03,-78.72
15849,Standard,Penfield,"Penfield, PA",Clearfield County,PA,41.2,-78.5
15851,Standard,Reynoldsville,"Reynoldsville, PA",Jefferson County,PA,41.1,-78.9
15853,Standard,Ridgway,"Ridgway, PA",Elk County,PA,41.4,-78.8
15856,Standard,Rockton,"Rockton, PA",Clearfield County,PA,41.1,-78.6
15857,Standard,Saint Marys,"Saint Marys, PA",Elk County,PA,41.5,-78.5
15860,Standard,Sigel,"Sigel, PA",Jefferson County,PA,41.3,-79.1
15861,Standard,Sinnamahoning,"Sinnamahoning, PA",Cameron County,PA,41.4,-78.1
15863,PO Box,Stump Creek,"Stump Creek, PA",Jefferson County,PA,41.013,-78.838
15864,Standard,Summerville,"Summerville, PA",Jefferson County,PA,41.1,-79.2
15865,Standard,Sykesville,"Sykesville, PA",Jefferson County,PA,41.05,-78.82
15866,Standard,Troutville,"Troutville, PA",Clearfield County,PA,41.01,-78.79
15868,Standard,Weedville,"Weedville, PA",Elk County,PA,41.3,-78.5
15870,Standard,Wilcox,"Wilcox, PA",Elk County,PA,41.6,-78.6
15901,Standard,Johnstown,"Johnstown, PA",Cambria County,PA,40.33,-78.91
15902,Standard,Johnstown,"Johnstown, PA",Cambria County,PA,40.32,-78.88
15904,Standard,Johnstown,"Johnstown, PA",Cambria County,PA,40.31,-78.85
15905,Standard,Johnstown,"Johnstown, PA",Cambria County,PA,40.29,-78.99
15906,Standard,Johnstown,"Johnstown, PA",Cambria County,PA,40.37,-78.96
15907,PO Box,Johnstown,NA,Cambria County,PA,40.33,-78.92
15909,Standard,Johnstown,"Johnstown, PA",Cambria County,PA,40.4,-78.87
15915,Standard,Johnstown,NA,Cambria County,PA,40.33,-78.92
15920,Standard,Armagh,"Armagh, PA",Indiana County,PA,40.47,-79.04
15921,PO Box,Beaverdale,"Beaverdale, PA",Cambria County,PA,40.319,-78.7
15922,PO Box,Belsano,"Belsano, PA",Cambria County,PA,40.52,-78.874
15923,Standard,Bolivar,"Bolivar, PA",Westmoreland County,PA,40.35,-79.18
15924,Standard,Cairnbrook,"Cairnbrook, PA",Somerset County,PA,40.12,-78.78
15925,PO Box,Cassandra,"Cassandra, PA",Cambria County,PA,40.409,-78.641
15926,Standard,Central City,"Central City, PA",Somerset County,PA,40.05,-78.81
15927,Standard,Colver,"Colver, PA",Cambria County,PA,40.54,-78.78
15928,Standard,Davidsville,"Davidsville, PA",Somerset County,PA,40.25,-78.91
15929,PO Box,Dilltown,"Dilltown, PA",Indiana County,PA,40.5,-79.1
15930,PO Box,Dunlo,"Dunlo, PA",Cambria County,PA,40.293,-78.722
15931,Standard,Ebensburg,"Ebensburg, PA",Cambria County,PA,40.5,-78.8
15934,PO Box,Elton,"Elton, PA",Cambria County,PA,40.279,-78.804
15935,Standard,Hollsopple,"Hollsopple, PA",Somerset County,PA,40.2,-78.96
15936,Standard,Hooversville,"Hooversville, PA",Somerset County,PA,40.16,-78.9
15937,PO Box,Jerome,"Jerome, PA",Somerset County,PA,40.206,-78.989
15938,Standard,Lilly,"Lilly, PA",Cambria County,PA,40.42,-78.61
15940,Standard,Loretto,"Loretto, PA",Cambria County,PA,40.52,-78.63
15942,Standard,Mineral Point,"Mineral Point, PA",Cambria County,PA,40.41,-78.82
15943,Standard,Nanty Glo,"Nanty Glo, PA",Cambria County,PA,40.48,-78.82
15944,Standard,New Florence,"New Florence, PA",Westmoreland County,PA,40.4,-79.1
15945,Standard,Parkhill,"Parkhill, PA",Cambria County,PA,40.36,-78.87
15946,Standard,Portage,"Portage, PA",Cambria County,PA,40.4,-78.6
15948,PO Box,Revloc,"Revloc, PA",Cambria County,PA,40.491,-78.765
15949,Standard,Robinson,"Robinson, PA",Indiana County,PA,40.41,-79.13
15951,PO Box,Saint Michael,"Saint Michael, PA",Cambria County,PA,40.339,-78.773
15952,Standard,Salix,"Salix, PA",Cambria County,PA,40.3,-78.78
15953,Standard,Seanor,"Seanor, PA",Somerset County,PA,40.21,-78.89
15954,Standard,Seward,"Seward, PA",Indiana County,PA,40.42,-79.01
15955,Standard,Sidman,"Sidman, PA",Cambria County,PA,40.33,-78.7
15956,Standard,South Fork,"South Fork, PA",Cambria County,PA,40.35,-78.79
15957,Standard,Strongstown,"Strongstown, PA",Indiana County,PA,40.54,-78.89
15958,Standard,Summerhill,"Summerhill, PA",Cambria County,PA,40.39,-78.72
15959,PO Box,Tire Hill,NA,Somerset County,PA,40.2691848,-78.9152127
15960,PO Box,Twin Rocks,"Twin Rocks, PA",Cambria County,PA,40.5,-78.85
15961,Standard,Vintondale,"Vintondale, PA",Indiana County,PA,40.47,-78.94
15962,PO Box,Wilmore,"Wilmore, PA",Cambria County,PA,40.388,-78.718
15963,Standard,Windber,"Windber, PA",Somerset County,PA,40.2,-78.8
16001,Standard,Butler,"Butler, PA",Butler County,PA,40.9,-79.9
16002,Standard,Butler,"Butler, PA",Butler County,PA,40.8,-79.9
16003,PO Box,Butler,NA,Butler County,PA,40.8580524,-79.8952676
16016,Unique,Boyers,NA,Butler County,PA,41.089927,-79.9197774
16017,Unique,Boyers,NA,Butler County,PA,41.11,-79.9
16018,Unique,Boyers,NA,Butler County,PA,41.09,-79.89
16020,Standard,Boyers,"Boyers, PA",Butler County,PA,41.11,-79.89
16021,Standard,Branchton,NA,Butler County,PA,41.07,-79.99
16022,PO Box,Bruin,"Bruin, PA",Butler County,PA,41.059,-79.726
16023,Standard,Cabot,"Cabot, PA",Butler County,PA,40.79,-79.75
16024,PO Box,Callery,"Callery, PA",Butler County,PA,40.738,-80.037
16025,Standard,Chicora,"Chicora, PA",Butler County,PA,40.9,-79.8
16027,PO Box,Connoquenessing,"Connoquenessing, PA",Butler County,PA,40.818,-80.014
16028,Standard,East Brady,"East Brady, PA",Clarion County,PA,40.95,-79.64
16029,PO Box,East Butler,"East Butler, PA",Butler County,PA,40.876,-79.843
16030,PO Box,Eau Claire,"Eau Claire, PA",Butler County,PA,41.135,-79.797
16033,Standard,Evans City,"Evans City, PA",Butler County,PA,40.8,-80
16034,Standard,Fenelton,"Fenelton, PA",Butler County,PA,40.86,-79.74
16035,PO Box,Forestville,"Forestville, PA",Butler County,PA,41.2,-80
16036,PO Box,Foxburg,"Foxburg, PA",Clarion County,PA,41.15,-79.65
16037,Standard,Harmony,"Harmony, PA",Butler County,PA,40.86,-80.12
16038,Standard,Harrisville,"Harrisville, PA",Butler County,PA,41.17,-79.95
16039,PO Box,Herman,NA,Butler County,PA,40.8305259,-79.8113358
16040,Standard,Hilliards,"Hilliards, PA",Butler County,PA,41.1,-79.84
16041,Standard,Karns City,"Karns City, PA",Butler County,PA,41,-79.7
16045,Standard,Lyndora,"Lyndora, PA",Butler County,PA,40.85,-79.92
16046,Standard,Mars,"Mars, PA",Butler County,PA,40.7,-80.03
16048,PO Box,North Washington,"North Washington, PA",Butler County,PA,41.05,-79.77
16049,Standard,Parker,"Parker, PA",Clarion County,PA,41.1,-79.7
16050,Standard,Petrolia,"Petrolia, PA",Butler County,PA,41.05,-79.77
16051,Standard,Portersville,"Portersville, PA",Butler County,PA,40.94,-80.15
16052,Standard,Prospect,"Prospect, PA",Butler County,PA,40.91,-80.08
16053,Standard,Renfrew,"Renfrew, PA",Butler County,PA,40.81,-79.98
16054,PO Box,Saint Petersburg,"Saint Petersburg, PA",Clarion County,PA,41.16,-79.65
16055,Standard,Sarver,"Sarver, PA",Butler County,PA,40.72,-79.75
16056,Standard,Saxonburg,"Saxonburg, PA",Butler County,PA,40.72,-79.83
16057,Standard,Slippery Rock,"Slippery Rock, PA",Butler County,PA,41,-80.1
16058,PO Box,Turkey City,NA,Clarion County,PA,41.1839272,-79.6147039
16059,Standard,Valencia,"Valencia, PA",Butler County,PA,40.71,-79.94
16061,Standard,West Sunbury,"West Sunbury, PA",Butler County,PA,41,-79.9
16063,Standard,Zelienople,"Zelienople, PA",Butler County,PA,40.77,-80.12
16066,Standard,Cranberry Twp,"Cranberry Twp, PA",Butler County,PA,40.71,-80.1
16101,Standard,New Castle,"New Castle, PA",Lawrence County,PA,41,-80.3
16102,Standard,New Castle,"New Castle, PA",Lawrence County,PA,40.96,-80.41
16103,PO Box,New Castle,NA,Lawrence County,PA,41,-80.35
16105,Standard,New Castle,"New Castle, PA",Lawrence County,PA,41.06,-80.33
16107,PO Box,New Castle,NA,Lawrence County,PA,41,-80.35
16108,Standard,New Castle,NA,Lawrence County,PA,40.9954662,-80.3188734
16110,Standard,Adamsville,"Adamsville, PA",Crawford County,PA,41.48,-80.38
16111,Standard,Atlantic,"Atlantic, PA",Crawford County,PA,41.53,-80.29
16112,Standard,Bessemer,"Bessemer, PA",Lawrence County,PA,40.96,-80.49
16113,PO Box,Clark,"Clark, PA",Mercer County,PA,41.3,-80.4
16114,Standard,Clarks Mills,"Clarks Mills, PA",Mercer County,PA,41.41,-80.19
16115,Standard,Darlington,"Darlington, PA",Beaver County,PA,40.79,-80.44
16116,Standard,Edinburg,"Edinburg, PA",Lawrence County,PA,41.04,-80.45
16117,Standard,Ellwood City,"Ellwood City, PA",Lawrence County,PA,40.9,-80.3
16120,Standard,Enon Valley,"Enon Valley, PA",Lawrence County,PA,40.89,-80.46
16121,Standard,Farrell,"Farrell, PA",Mercer County,PA,41.2,-80.49
16123,Standard,Fombell,"Fombell, PA",Beaver County,PA,40.83,-80.2
16124,Standard,Fredonia,"Fredonia, PA",Mercer County,PA,41.33,-80.26
16125,Standard,Greenville,"Greenville, PA",Mercer County,PA,41.4,-80.4
16127,Standard,Grove City,"Grove City, PA",Mercer County,PA,41.2,-80.1
16130,Standard,Hadley,"Hadley, PA",Mercer County,PA,41.44,-80.2
16131,Standard,Hartstown,"Hartstown, PA",Crawford County,PA,41.56,-80.37
16132,PO Box,Hillsville,"Hillsville, PA",Lawrence County,PA,41.01,-80.5
16133,Standard,Jackson Center,"Jackson Center, PA",Mercer County,PA,41.28,-80.11
16134,Standard,Jamestown,"Jamestown, PA",Crawford County,PA,41.5,-80.4
16136,PO Box,Koppel,"Koppel, PA",Beaver County,PA,40.833,-80.323
16137,Standard,Mercer,"Mercer, PA",Mercer County,PA,41.2,-80.2
16140,PO Box,New Bedford,"New Bedford, PA",Lawrence County,PA,41.11,-80.45
16141,Standard,New Galilee,"New Galilee, PA",Lawrence County,PA,40.87,-80.39
16142,Standard,New Wilmington,"New Wilmington, PA",Lawrence County,PA,41.14,-80.34
16143,Standard,Pulaski,"Pulaski, PA",Lawrence County,PA,41.11,-80.45
16145,Standard,Sandy Lake,"Sandy Lake, PA",Mercer County,PA,41.38,-80.08
16146,Standard,Sharon,"Sharon, PA",Mercer County,PA,41.23,-80.5
16148,Standard,Hermitage,"Hermitage, PA",Mercer County,PA,41.23,-80.44
16150,Standard,Sharpsville,"Sharpsville, PA",Mercer County,PA,41.3,-80.42
16151,PO Box,Sheakleyville,"Sheakleyville, PA",Mercer County,PA,41.43,-80.2
16153,Standard,Stoneboro,"Stoneboro, PA",Mercer County,PA,41.3,-80.1
16154,Standard,Transfer,"Transfer, PA",Mercer County,PA,41.33,-80.43
16155,PO Box,Villa Maria,"Villa Maria, PA",Lawrence County,PA,41.11,-80.45
16156,Standard,Volant,"Volant, PA",Lawrence County,PA,41.1,-80.2
16157,Standard,Wampum,"Wampum, PA",Lawrence County,PA,40.89,-80.33
16159,Standard,West Middlesex,"West Middlesex, PA",Mercer County,PA,41.15,-80.44
16160,PO Box,West Pittsburg,"West Pittsburg, PA",Lawrence County,PA,40.934,-80.362
16161,PO Box,Wheatland,"Wheatland, PA",Mercer County,PA,41.2,-80.49
16172,Unique,New Wilmington,NA,Lawrence County,PA,41.1186408,-80.3331447
16201,Standard,Kittanning,"Kittanning, PA",Armstrong County,PA,40.8,-79.5
16210,Standard,Adrian,"Adrian, PA",Armstrong County,PA,40.89,-79.51
16211,PO Box,Beyer,"Beyer, PA",Indiana County,PA,40.784,-79.201
16212,PO Box,Cadogan,"Cadogan, PA",Armstrong County,PA,40.754,-79.581
16213,PO Box,Callensburg,"Callensburg, PA",Clarion County,PA,41.126,-79.556
16214,Standard,Clarion,"Clarion, PA",Clarion County,PA,41.2,-79.4
16215,Unique,Kittanning,NA,Armstrong County,PA,40.816453,-79.5219893
16217,Standard,Cooksburg,"Cooksburg, PA",Forest County,PA,41.34,-79.17
16218,Standard,Cowansville,"Cowansville, PA",Armstrong County,PA,40.93,-79.6
16220,PO Box,Crown,NA,Clarion County,PA,41.3879408,-79.2766269
16221,PO Box,Curllsville,NA,Clarion County,PA,41.0985756,-79.4464231
16222,Standard,Dayton,"Dayton, PA",Armstrong County,PA,40.9,-79.3
16223,PO Box,Distant,"Distant, PA",Armstrong County,PA,41,-79.3
16224,Standard,Fairmount City,"Fairmount City, PA",Clarion County,PA,41.07,-79.29
16225,PO Box,Fisher,NA,Clarion County,PA,41.266454,-79.2405415
16226,Standard,Ford City,"Ford City, PA",Armstrong County,PA,40.7,-79.5
16228,Standard,Ford Cliff,"Ford Cliff, PA",Armstrong County,PA,40.761,-79.535
16229,Standard,Freeport,"Freeport, PA",Armstrong County,PA,40.72,-79.65
16230,PO Box,Hawthorn,"Hawthorn, PA",Clarion County,PA,41.07,-79.28
16232,Standard,Knox,"Knox, PA",Clarion County,PA,41.23,-79.54
16233,Standard,Leeper,"Leeper, PA",Clarion County,PA,41.36,-79.27
16234,PO Box,Limestone,NA,Clarion County,PA,41.1281362,-79.3258475
16235,Standard,Lucinda,"Lucinda, PA",Clarion County,PA,41.31,-79.35
16236,PO Box,Mc Grann,"Mc Grann, PA",Armstrong County,PA,40.7,-79.5
16238,PO Box,Manorville,"Manorville, PA",Armstrong County,PA,40.786,-79.522
16239,Standard,Marienville,"Marienville, PA",Forest County,PA,41.5,-79.2
16240,Standard,Mayport,"Mayport, PA",Clarion County,PA,41,-79.2
16242,Standard,New Bethlehem,"New Bethlehem, PA",Clarion County,PA,41,-79.3
16244,PO Box,Nu Mine,"Nu Mine, PA",Armstrong County,PA,40.795,-79.285
16245,PO Box,Oak Ridge,"Oak Ridge, PA",Armstrong County,PA,41,-79.3
16246,PO Box,Plumville,"Plumville, PA",Indiana County,PA,40.76,-79.14
16248,Standard,Rimersburg,"Rimersburg, PA",Clarion County,PA,41,-79.5
16249,Standard,Rural Valley,"Rural Valley, PA",Armstrong County,PA,40.76,-79.3
16250,PO Box,Sagamore,"Sagamore, PA",Armstrong County,PA,40.772,-79.236
16253,Standard,Seminole,"Seminole, PA",Armstrong County,PA,40.95,-79.35
16254,Standard,Shippenville,"Shippenville, PA",Clarion County,PA,41.3,-79.5
16255,Standard,Sligo,"Sligo, PA",Clarion County,PA,41.13,-79.46
16256,Standard,Smicksburg,"Smicksburg, PA",Indiana County,PA,40.87,-79.13
16257,Standard,Snydersburg,NA,Clarion County,PA,41.33,-79.36
16258,Standard,Strattanville,"Strattanville, PA",Clarion County,PA,41.2,-79.3
16259,Standard,Templeton,"Templeton, PA",Armstrong County,PA,40.9,-79.5
16260,Standard,Vowinckel,"Vowinckel, PA",Clarion County,PA,41.39,-79.22
16261,Standard,Widnoon,NA,Armstrong County,PA,40.96,-79.47
16262,Standard,Worthington,"Worthington, PA",Armstrong County,PA,40.84,-79.64
16263,PO Box,Yatesboro,"Yatesboro, PA",Armstrong County,PA,40.78,-79.29
16301,Standard,Oil City,"Oil City, PA",Venango County,PA,41.4,-79.6
16311,Standard,Carlton,"Carlton, PA",Mercer County,PA,41.46,-80.04
16312,PO Box,Chandlers Valley,"Chandlers Valley, PA",Warren County,PA,41.93,-79.31
16313,Standard,Clarendon,"Clarendon, PA",Warren County,PA,41.7,-79.1
16314,Standard,Cochranton,"Cochranton, PA",Crawford County,PA,41.5,-80.1
16316,Standard,Conneaut Lake,"Conneaut Lake, PA",Crawford County,PA,41.6,-80.29
16317,Standard,Cooperstown,"Cooperstown, PA",Venango County,PA,41.5,-79.8
16319,Standard,Cranberry,"Cranberry, PA",Venango County,PA,41.32,-79.64
16321,PO Box,East Hickory,"East Hickory, PA",Forest County,PA,41.56,-79.37
16322,PO Box,Endeavor,"Endeavor, PA",Forest County,PA,41.6261,-79.3634
16323,Standard,Franklin,"Franklin, PA",Venango County,PA,41.4,-79.8
16326,Standard,Fryburg,"Fryburg, PA",Clarion County,PA,41.36,-79.43
16327,Standard,Guys Mills,"Guys Mills, PA",Crawford County,PA,41.6,-79.9
16328,PO Box,Hydetown,"Hydetown, PA",Crawford County,PA,41.7,-79.7
16329,Standard,Irvine,"Irvine, PA",Warren County,PA,41.84,-79.27
16331,Standard,Kossuth,"Kossuth, PA",Clarion County,PA,41.29,-79.573
16332,Standard,Lickingville,"Lickingville, PA",Clarion County,PA,41.36,-79.36
16333,PO Box,Ludlow,"Ludlow, PA",McKean County,PA,41.8,-78.87
16334,Standard,Marble,"Marble, PA",Clarion County,PA,41.31,-79.44
16335,Standard,Meadville,"Meadville, PA",Crawford County,PA,41.6,-80.2
16340,Standard,Pittsfield,"Pittsfield, PA",Warren County,PA,41.8,-79.4
16341,Standard,Pleasantville,"Pleasantville, PA",Venango County,PA,41.6,-79.5
16342,Standard,Polk,"Polk, PA",Venango County,PA,41.3,-79.9
16343,PO Box,Reno,"Reno, PA",Venango County,PA,41.41,-79.752
16344,PO Box,Rouseville,"Rouseville, PA",Venango County,PA,41.4,-79.6
16345,Standard,Russell,"Russell, PA",Warren County,PA,41.9,-79.1
16346,Standard,Seneca,"Seneca, PA",Venango County,PA,41.37,-79.67
16347,Standard,Sheffield,"Sheffield, PA",Warren County,PA,41.7,-79.1
16350,Standard,Sugar Grove,"Sugar Grove, PA",Warren County,PA,42,-79.3
16351,Standard,Tidioute,"Tidioute, PA",Warren County,PA,41.7,-79.4
16352,PO Box,Tiona,"Tiona, PA",Warren County,PA,41.8,-79.1
16353,Standard,Tionesta,"Tionesta, PA",Forest County,PA,41.5,-79.4
16354,Standard,Titusville,"Titusville, PA",Crawford County,PA,41.6,-79.7
16360,Standard,Townville,"Townville, PA",Crawford County,PA,41.68,-79.9
16361,PO Box,Tylersburg,"Tylersburg, PA",Clarion County,PA,41.4,-79.3
16362,Standard,Utica,"Utica, PA",Venango County,PA,41.44,-79.97
16364,Standard,Venus,"Venus, PA",Venango County,PA,41.4,-79.5
16365,Standard,Warren,"Warren, PA",Warren County,PA,41.8,-79.1
16366,Unique,Warren,NA,Warren County,PA,41.8452287,-79.1493611
16367,Unique,Warren,NA,Warren County,PA,41.8452287,-79.1493611
16368,Unique,Warren,NA,Warren County,PA,41.84,-79.27
16369,Unique,Warren,NA,Warren County,PA,41.8452287,-79.1493611
16370,PO Box,West Hickory,"West Hickory, PA",Forest County,PA,41.55,-79.43
16371,Standard,Youngsville,"Youngsville, PA",Warren County,PA,41.86,-79.32
16372,PO Box,Clintonville,"Clintonville, PA",Venango County,PA,41.204,-79.871
16373,Standard,Emlenton,"Emlenton, PA",Venango County,PA,41.2,-79.7
16374,Standard,Kennerdell,"Kennerdell, PA",Venango County,PA,41.3,-79.8
16375,PO Box,Lamartine,NA,Clarion County,PA,41.2219192,-79.6354069
16388,Unique,Meadville,NA,Crawford County,PA,41.6600693,-80.1585602
16401,Standard,Albion,"Albion, PA",Erie County,PA,41.9,-80.4
16402,Standard,Bear Lake,"Bear Lake, PA",Warren County,PA,41.95,-79.47
16403,Standard,Cambridge Springs,"Cambridge Springs, PA",Crawford County,PA,41.8,-80.1
16404,Standard,Centerville,"Centerville, PA",Crawford County,PA,41.7,-79.8
16405,Standard,Columbus,"Columbus, PA",Warren County,PA,41.95,-79.54
16406,Standard,Conneautville,"Conneautville, PA",Crawford County,PA,41.7,-80.4
16407,Standard,Corry,"Corry, PA",Erie County,PA,41.9,-79.7
16410,Standard,Cranesville,"Cranesville, PA",Erie County,PA,41.92,-80.3
16411,Standard,East Springfield,"East Springfield, PA",Erie County,PA,41.98,-80.45
16412,Standard,Edinboro,"Edinboro, PA",Erie County,PA,41.9,-80.2
16413,PO Box,Elgin,NA,Erie County,PA,41.9000973,-79.7452451
16415,Standard,Fairview,"Fairview, PA",Erie County,PA,42.03,-80.23
16416,PO Box,Garland,"Garland, PA",Warren County,PA,41.8,-79.4
16417,Standard,Girard,"Girard, PA",Erie County,PA,42,-80.3
16420,Standard,Grand Valley,"Grand Valley, PA",Warren County,PA,41.7,-79.55
16421,Standard,Harborcreek,"Harborcreek, PA",Erie County,PA,42.17,-79.94
16422,PO Box,Harmonsburg,"Harmonsburg, PA",Crawford County,PA,41.6613,-80.3171
16423,Standard,Lake City,"Lake City, PA",Erie County,PA,42.02,-80.34
16424,Standard,Linesville,"Linesville, PA",Crawford County,PA,41.7,-80.4
16426,Standard,Mc Kean,"Mc Kean, PA",Erie County,PA,41.99,-80.13
16427,PO Box,Mill Village,"Mill Village, PA",Erie County,PA,41.876,-79.97
16428,Standard,North East,"North East, PA",Erie County,PA,42.2,-79.8
16430,Standard,North Springfield,NA,Erie County,PA,42.0091163,-80.402048
16432,Standard,Riceville,NA,Crawford County,PA,41.78,-79.8
16433,Standard,Saegertown,"Saegertown, PA",Crawford County,PA,41.7,-80.1
16434,Standard,Spartansburg,"Spartansburg, PA",Crawford County,PA,41.8,-79.7
16435,Standard,Springboro,"Springboro, PA",Crawford County,PA,41.8,-80.4
16436,Standard,Spring Creek,"Spring Creek, PA",Warren County,PA,41.84,-79.5
16438,Standard,Union City,"Union City, PA",Erie County,PA,41.9,-79.9
16440,Standard,Venango,"Venango, PA",Crawford County,PA,41.78,-80.13
16441,Standard,Waterford,"Waterford, PA",Erie County,PA,42,-80
16442,Standard,Wattsburg,"Wattsburg, PA",Erie County,PA,42,-79.8
16443,Standard,West Springfield,"West Springfield, PA",Erie County,PA,41.94,-80.47
16444,Unique,Edinboro,"Edinboro, PA",Erie County,PA,41.87,-80.126
16475,Unique,Albion,NA,Erie County,PA,41.8780462,-80.363081
16501,Standard,Erie,"Erie, PA",Erie County,PA,42.12,-80.1
16502,Standard,Erie,"Erie, PA",Erie County,PA,42.11,-80.1
16503,Standard,Erie,"Erie, PA",Erie County,PA,42.13,-80.06
16504,Standard,Erie,"Erie, PA",Erie County,PA,42.11,-80.05
16505,Standard,Erie,"Erie, PA",Erie County,PA,42.12,-80.15
16506,Standard,Erie,"Erie, PA",Erie County,PA,42.07,-80.17
16507,Standard,Erie,"Erie, PA",Erie County,PA,42.14,-80.09
16508,Standard,Erie,"Erie, PA",Erie County,PA,42.09,-80.09
16509,Standard,Erie,"Erie, PA",Erie County,PA,42.1,-80
16510,Standard,Erie,"Erie, PA",Erie County,PA,42.11,-79.96
16511,Standard,Erie,"Erie, PA",Erie County,PA,42.17,-79.99
16512,PO Box,Erie,NA,Erie County,PA,42.1216182,-80.0827901
16514,PO Box,Erie,NA,Erie County,PA,42.12,-80.02
16515,Standard,Erie,NA,Erie County,PA,42.0884886,-80.1323906
16522,Unique,Erie,NA,Erie County,PA,42.1241764,-80.08181
16530,Unique,Erie,NA,Erie County,PA,42.1303783,-80.0828533
16531,Unique,Erie,NA,Erie County,PA,42.1472275,-80.0277497
16532,Unique,Erie,NA,Erie County,PA,42.1292241,-80.085059
16533,Unique,Erie,NA,Erie County,PA,42.1292241,-80.085059
16534,Unique,Erie,NA,Erie County,PA,42.1214396,-80.0852698
16538,Unique,Erie,NA,Erie County,PA,42.1274692,-80.0838447
16541,Standard,Erie,NA,Erie County,PA,42.12,-80.02
16544,Standard,Erie,NA,Erie County,PA,42.1111797,-80.078735
16546,Standard,Erie,"Erie, PA",Erie County,PA,42.107,-80.051
16550,Standard,Erie,NA,Erie County,PA,42.1340917,-80.0872429
16553,Unique,Erie,NA,Erie County,PA,42.1265028,-80.0832019
16554,Unique,Erie,NA,Erie County,PA,42.1292241,-80.085059
16563,Standard,Erie,"Erie, PA",Erie County,PA,42.117,-79.986
16565,Standard,Erie,NA,Erie County,PA,42.0722039,-80.0964415
16601,Standard,Altoona,"Altoona, PA",Blair County,PA,40.6,-78.4
16602,Standard,Altoona,"Altoona, PA",Blair County,PA,40.51,-78.37
16603,PO Box,Altoona,NA,Blair County,PA,40.5199961,-78.3999254
16611,Standard,Alexandria,"Alexandria, PA",Huntingdon County,PA,40.6,-78.1
16613,Standard,Ashville,"Ashville, PA",Cambria County,PA,40.55,-78.54
16616,Standard,Beccaria,"Beccaria, PA",Clearfield County,PA,40.77,-78.42
16617,Standard,Bellwood,"Bellwood, PA",Blair County,PA,40.61,-78.33
16619,PO Box,Blandburg,"Blandburg, PA",Cambria County,PA,40.684,-78.417
16620,PO Box,Brisbin,"Brisbin, PA",Clearfield County,PA,40.835,-78.351
16621,Standard,Broad Top,"Broad Top, PA",Huntingdon County,PA,40.22,-78.12
16622,Standard,Calvin,"Calvin, PA",Huntingdon County,PA,40.32,-78.07
16623,Standard,Cassville,"Cassville, PA",Huntingdon County,PA,40.28,-78.05
16624,PO Box,Chest Springs,"Chest Springs, PA",Cambria County,PA,40.6,-78.6
16625,Standard,Claysburg,"Claysburg, PA",Blair County,PA,40.29,-78.51
16627,Standard,Coalport,"Coalport, PA",Clearfield County,PA,40.75,-78.51
16629,Standard,Coupon,NA,Cambria County,PA,40.5330246,-78.5163894
16630,Standard,Cresson,"Cresson, PA",Cambria County,PA,40.46,-78.57
16631,PO Box,Curryville,"Curryville, PA",Blair County,PA,40.28,-78.31
16633,PO Box,Defiance,"Defiance, PA",Bedford County,PA,40.16,-78.234
16634,PO Box,Dudley,"Dudley, PA",Huntingdon County,PA,40.22,-78.17
16635,Standard,Duncansville,"Duncansville, PA",Blair County,PA,40.4,-78.5
16636,Standard,Dysart,"Dysart, PA",Cambria County,PA,40.6,-78.52
16637,Standard,East Freedom,"East Freedom, PA",Blair County,PA,40.34,-78.47
16638,Standard,Entriken,"Entriken, PA",Huntingdon County,PA,40.32,-78.21
16639,Standard,Fallentimber,"Fallentimber, PA",Cambria County,PA,40.68,-78.45
16640,Standard,Flinton,"Flinton, PA",Cambria County,PA,40.7,-78.57
16641,Standard,Gallitzin,"Gallitzin, PA",Cambria County,PA,40.51,-78.57
16644,PO Box,Glasgow,NA,Cambria County,PA,40.7093283,-78.4484398
16645,PO Box,Glen Hope,"Glen Hope, PA",Clearfield County,PA,40.8,-78.5
16646,Standard,Hastings,"Hastings, PA",Cambria County,PA,40.69,-78.71
16647,Standard,Hesston,"Hesston, PA",Huntingdon County,PA,40.42,-78.1
16648,Standard,Hollidaysburg,"Hollidaysburg, PA",Blair County,PA,40.4,-78.3
16650,Standard,Hopewell,"Hopewell, PA",Bedford County,PA,40.11,-78.28
16651,Standard,Houtzdale,"Houtzdale, PA",Clearfield County,PA,40.8,-78.4
16652,Standard,Huntingdon,"Huntingdon, PA",Huntingdon County,PA,40.5,-77.9
16654,Unique,Huntingdon,NA,Huntingdon County,PA,40.4903101,-78.0266593
16655,Standard,Imler,"Imler, PA",Bedford County,PA,40.3,-78.6
16656,Standard,Irvona,"Irvona, PA",Clearfield County,PA,40.81,-78.56
16657,Standard,James Creek,"James Creek, PA",Huntingdon County,PA,40.3,-78.2
16659,Standard,Loysburg,"Loysburg, PA",Bedford County,PA,40.15,-78.38
16660,PO Box,Mc Connellstown,NA,Huntingdon County,PA,40.462113,-78.0700599
16661,Standard,Madera,"Madera, PA",Clearfield County,PA,40.83,-78.46
16662,Standard,Martinsburg,"Martinsburg, PA",Blair County,PA,40.3,-78.3
16663,PO Box,Morann,NA,Clearfield County,PA,40.7894328,-78.3630293
16664,Standard,New Enterprise,"New Enterprise, PA",Bedford County,PA,40.2,-78.4
