zipcode,zipcode_type,major_city,post_office_city,county,state,lat,lng
49915,PO Box,Caspian,"Caspian, MI",Iron County,MI,46.062,-88.626
49916,Standard,Chassell,"Chassell, MI",Houghton County,MI,47,-88.6
49917,PO Box,Copper City,"Copper City, MI",Houghton County,MI,47.284,-88.39
49918,PO Box,Copper Harbor,"Copper Harbor, MI",Keweenaw County,MI,47.47,-87.89
49919,Standard,Covington,"Covington, MI",Baraga County,MI,46.5,-88.4
49920,Standard,Crystal Falls,"Crystal Falls, MI",Iron County,MI,46.2,-88.4
49921,Standard,Dodgeville,"Dodgeville, MI",Houghton County,MI,47.09,-88.58
49922,PO Box,Dollar Bay,"Dollar Bay, MI",Houghton County,MI,47.121,-88.502
49925,Standard,Ewen,"Ewen, MI",Ontonagon County,MI,46.6,-89.4
49927,Standard,Gaastra,"Gaastra, MI",Iron County,MI,46.04,-88.58
49929,PO Box,Greenland,"Greenland, MI",Ontonagon County,MI,46.78,-89.096
49930,Standard,Hancock,"Hancock, MI",Houghton County,MI,47.2,-88.5
49931,Standard,Houghton,"Houghton, MI",Houghton County,MI,47.1,-88.6
49934,PO Box,Hubbell,"Hubbell, MI",Houghton County,MI,47.18,-88.43
49935,Standard,Iron River,"Iron River, MI",Iron County,MI,46.2,-88.7
49938,Standard,Ironwood,"Ironwood, MI",Gogebic County,MI,46.5,-90.2
49942,PO Box,Kearsarge,"Kearsarge, MI",Houghton County,MI,47.274,-88.417
49945,Standard,Lake Linden,"Lake Linden, MI",Houghton County,MI,47.1,-88.4
49946,Standard,Lanse,"Lanse, MI",Baraga County,MI,46.8,-88.3
49947,Standard,Marenisco,"Marenisco, MI",Gogebic County,MI,46.4,-89.6
49948,Standard,Mass City,"Mass City, MI",Ontonagon County,MI,46.7,-89
49950,Standard,Mohawk,"Mohawk, MI",Keweenaw County,MI,47.7,-88.4
49952,Standard,Nisula,"Nisula, MI",Houghton County,MI,46.7,-88.9
49953,Standard,Ontonagon,"Ontonagon, MI",Ontonagon County,MI,46.8,-89.4
49955,PO Box,Painesdale,"Painesdale, MI",Houghton County,MI,47.05,-88.69
49958,Standard,Pelkie,"Pelkie, MI",Houghton County,MI,46.7,-88.6
49959,PO Box,Ramsay,"Ramsay, MI",Gogebic County,MI,46.472,-90.003
49960,PO Box,Rockland,"Rockland, MI",Ontonagon County,MI,46.737,-89.18
49961,PO Box,Sidnaw,"Sidnaw, MI",Houghton County,MI,46.506,-88.709
49962,Standard,Skanee,"Skanee, MI",Baraga County,MI,46.8,-88.1
49963,PO Box,South Range,"South Range, MI",Houghton County,MI,47.072,-88.643
49964,PO Box,Stambaugh,NA,Iron County,MI,46.0861796,-88.6324019
49965,Standard,Toivola,"Toivola, MI",Houghton County,MI,47,-88.9
49967,Standard,Trout Creek,"Trout Creek, MI",Ontonagon County,MI,46.5,-88.9
49968,Standard,Wakefield,"Wakefield, MI",Gogebic County,MI,46.5,-89.9
49969,Standard,Watersmeet,"Watersmeet, MI",Gogebic County,MI,46.2,-89.3
49970,Standard,Watton,"Watton, MI",Baraga County,MI,46.5,-88.6
49971,PO Box,White Pine,"White Pine, MI",Ontonagon County,MI,46.76,-89.58
55001,Standard,Afton,"Afton, MN",Washington County,MN,44.91,-92.82
55002,PO Box,Almelund,NA,Chisago County,MN,45.49135,-92.7854919
55003,Standard,Bayport,"Bayport, MN",Washington County,MN,45.02,-92.78
55005,Standard,Bethel,"Bethel, MN",Anoka County,MN,45.39,-93.2
55006,Standard,Braham,"Braham, MN",Isanti County,MN,45.7,-93.2
55007,Standard,Brook Park,"Brook Park, MN",Kanabec County,MN,46,-93.1
55008,Standard,Cambridge,"Cambridge, MN",Isanti County,MN,45.6,-93.3
55009,Standard,Cannon Falls,"Cannon Falls, MN",Goodhue County,MN,44.5,-92.9
55010,PO Box,Castle Rock,NA,Dakota County,MN,44.5440723,-93.154266
55011,Standard,Cedar,"Cedar, MN",Anoka County,MN,45.3,-93.2
55012,Standard,Center City,"Center City, MN",Chisago County,MN,45.4,-92.8
55013,Standard,Chisago City,"Chisago City, MN",Chisago County,MN,45.4,-92.9
55014,Standard,Circle Pines,"Circle Pines, MN",Anoka County,MN,45.19,-93.13
55016,Standard,Cottage Grove,"Cottage Grove, MN",Washington County,MN,44.82,-92.93
55017,Standard,Dalbo,"Dalbo, MN",Isanti County,MN,45.66,-93.43
55018,Standard,Dennison,"Dennison, MN",Goodhue County,MN,44.4,-93
55019,Standard,Dundas,"Dundas, MN",Rice County,MN,44.41,-93.24
55020,Standard,Elko New Market,"Elko New Market, MN",Scott County,MN,44.58,-93.37
55021,Standard,Faribault,"Faribault, MN",Rice County,MN,44.3,-93.3
55024,Standard,Farmington,"Farmington, MN",Dakota County,MN,44.6,-93.1
55025,Standard,Forest Lake,"Forest Lake, MN",Washington County,MN,45.3,-93
55026,Standard,Frontenac,"Frontenac, MN",Goodhue County,MN,44.52,-92.34
55027,Standard,Goodhue,"Goodhue, MN",Goodhue County,MN,44.4,-92.6
55029,PO Box,Grandy,"Grandy, MN",Isanti County,MN,45.636,-93.195
55030,Standard,Grasston,"Grasston, MN",Pine County,MN,45.84,-93.13
55031,Standard,Hampton,"Hampton, MN",Dakota County,MN,44.6,-93
55032,Standard,Harris,"Harris, MN",Chisago County,MN,45.6,-93
55033,Standard,Hastings,"Hastings, MN",Dakota County,MN,44.7,-92.9
55036,Standard,Henriette,"Henriette, MN",Pine County,MN,45.87,-93.119
55037,Standard,Hinckley,"Hinckley, MN",Pine County,MN,46,-92.8
55038,Standard,Hugo,"Hugo, MN",Washington County,MN,45.2,-93
55040,Standard,Isanti,"Isanti, MN",Isanti County,MN,45.5,-93.3
55041,Standard,Lake City,"Lake City, MN",Wabasha County,MN,44.4,-92.3
55042,Standard,Lake Elmo,"Lake Elmo, MN",Washington County,MN,44.99,-92.9
55043,Standard,Lakeland,"Lakeland, MN",Washington County,MN,44.94,-92.77
55044,Standard,Lakeville,"Lakeville, MN",Dakota County,MN,44.6,-93.3
55045,Standard,Lindstrom,"Lindstrom, MN",Chisago County,MN,45.4,-92.8
55046,Standard,Lonsdale,"Lonsdale, MN",Rice County,MN,44.4,-93.4
55047,Standard,Marine On Saint Croix,"Marine On Saint Croix, MN",Washington County,MN,45.2,-92.82
55049,Standard,Medford,"Medford, MN",Steele County,MN,44.2,-93.2
55051,Standard,Mora,"Mora, MN",Kanabec County,MN,45.9,-93.3
55052,Standard,Morristown,"Morristown, MN",Rice County,MN,44.24,-93.44
55053,Standard,Nerstrand,"Nerstrand, MN",Rice County,MN,44.3,-93
55054,Standard,Elko New Market,"Elko New Market, MN",Scott County,MN,44.57,-93.35
55055,Standard,Newport,"Newport, MN",Washington County,MN,44.87,-93
55056,Standard,North Branch,"North Branch, MN",Chisago County,MN,45.5,-92.9
55057,Standard,Northfield,"Northfield, MN",Rice County,MN,44.5,-93.2
55060,Standard,Owatonna,"Owatonna, MN",Steele County,MN,44,-93.2
55063,Standard,Pine City,"Pine City, MN",Pine County,MN,45.8,-92.9
55065,Standard,Randolph,"Randolph, MN",Dakota County,MN,44.54,-93.02
55066,Standard,Red Wing,"Red Wing, MN",Goodhue County,MN,44.5,-92.5
55067,PO Box,Rock Creek,NA,Pine County,MN,45.76,-92.93
55068,Standard,Rosemount,"Rosemount, MN",Dakota County,MN,44.7,-93.1
55069,Standard,Rush City,"Rush City, MN",Chisago County,MN,45.7,-93
55070,Standard,Saint Francis,"Saint Francis, MN",Anoka County,MN,45.4,-93.4
55071,Standard,Saint Paul Park,"Saint Paul Park, MN",Washington County,MN,44.82,-93
55072,Standard,Sandstone,"Sandstone, MN",Pine County,MN,46.2,-92.7
55073,Standard,Scandia,"Scandia, MN",Washington County,MN,45.26,-92.83
55074,Standard,Shafer,"Shafer, MN",Chisago County,MN,45.4,-92.7
55075,Standard,South Saint Paul,"South Saint Paul, MN",Dakota County,MN,44.88,-93.04
55076,Standard,Inver Grove Heights,"Inver Grove Heights, MN",Dakota County,MN,44.83,-93.03
55077,Standard,Inver Grove Heights,"Inver Grove Heights, MN",Dakota County,MN,44.83,-93.07
55078,PO Box,Stacy,NA,Chisago County,MN,45.4,-92.99
55079,Standard,Stacy,"Stacy, MN",Chisago County,MN,45.4,-93
55080,Standard,Stanchfield,"Stanchfield, MN",Isanti County,MN,45.7,-93.2
55082,Standard,Stillwater,"Stillwater, MN",Washington County,MN,45.1,-92.8
55083,PO Box,Stillwater,NA,Washington County,MN,45.06,-92.81
55084,Standard,Taylors Falls,"Taylors Falls, MN",Chisago County,MN,45.5,-92.7
55085,PO Box,Vermillion,"Vermillion, MN",Dakota County,MN,44.67,-92.96
55087,Standard,Warsaw,"Warsaw, MN",Rice County,MN,44.248,-93.39
55088,Standard,Webster,"Webster, MN",Rice County,MN,44.5,-93.4
55089,Standard,Welch,"Welch, MN",Goodhue County,MN,44.6,-92.7
55090,PO Box,Willernie,"Willernie, MN",Washington County,MN,45.054,-92.957
55092,Standard,Wyoming,"Wyoming, MN",Chisago County,MN,45.3,-93.1
55101,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.95,-93.09
55102,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.93,-93.12
55103,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.97,-93.13
55104,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.96,-93.17
55105,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.93,-93.16
55106,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.94,-93.05
55107,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.93,-93.09
55108,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.98,-93.18
55109,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,45.02,-93.03
55110,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,45.09,-93
55111,Standard,Saint Paul,"Saint Paul, MN",Hennepin County,MN,44.88,-93.2
55112,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,45.08,-93.19
55113,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,45.01,-93.16
55114,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.97,-93.2
55115,Standard,Saint Paul,"Saint Paul, MN",Washington County,MN,45.07,-92.95
55116,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.91,-93.17
55117,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,45,-93.1
55118,Standard,Saint Paul,"Saint Paul, MN",Dakota County,MN,44.89,-93.11
55119,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.94,-93.01
55120,Standard,Saint Paul,"Saint Paul, MN",Dakota County,MN,44.88,-93.15
55121,Standard,Saint Paul,"Saint Paul, MN",Dakota County,MN,44.84,-93.17
55122,Standard,Saint Paul,"Saint Paul, MN",Dakota County,MN,44.81,-93.2
55123,Standard,Saint Paul,"Saint Paul, MN",Dakota County,MN,44.8,-93.14
55124,Standard,Saint Paul,"Saint Paul, MN",Dakota County,MN,44.73,-93.21
55125,Standard,Saint Paul,"Saint Paul, MN",Washington County,MN,44.92,-92.94
55126,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,45.08,-93.14
55127,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,45.08,-93.09
55128,Standard,Saint Paul,"Saint Paul, MN",Washington County,MN,44.99,-92.96
55129,Standard,Saint Paul,"Saint Paul, MN",Washington County,MN,44.91,-92.92
55130,Standard,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.97,-93.09
55133,Unique,Saint Paul,NA,Ramsey County,MN,44.94,-93.09
55144,Unique,Saint Paul,NA,Ramsey County,MN,44.9508008,-92.9960732
55145,Unique,Saint Paul,NA,Ramsey County,MN,44.94,-93.09
55146,Unique,Saint Paul,NA,Ramsey County,MN,44.9553855,-93.09881
55150,PO Box,Mendota,"Mendota, MN",Dakota County,MN,44.887,-93.163
55155,Unique,Saint Paul,"Saint Paul, MN",Ramsey County,MN,44.93,-93.12
55161,Unique,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55164,PO Box,Saint Paul,NA,Ramsey County,MN,44.95,-93.09
55165,PO Box,Saint Paul,NA,Ramsey County,MN,44.95,-93.09
55166,PO Box,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55168,Unique,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55169,Unique,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55170,Unique,Saint Paul,NA,Ramsey County,MN,44.94,-93.09
55171,Unique,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55172,PO Box,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55175,PO Box,Saint Paul,NA,Ramsey County,MN,44.95,-93.09
55177,Unique,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55187,Unique,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55188,Unique,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55191,Unique,Saint Paul,NA,Ramsey County,MN,44.9537029,-93.0899578
55301,Standard,Albertville,"Albertville, MN",Wright County,MN,45.24,-93.67
55302,Standard,Annandale,"Annandale, MN",Wright County,MN,45.3,-94.1
55303,Standard,Anoka,"Anoka, MN",Anoka County,MN,45.3,-93.4
55304,Standard,Andover,"Andover, MN",Anoka County,MN,45.3,-93.3
55305,Standard,Hopkins,"Hopkins, MN",Hennepin County,MN,44.95,-93.43
55306,Standard,Burnsville,"Burnsville, MN",Dakota County,MN,44.73,-93.29
55307,Standard,Arlington,"Arlington, MN",Sibley County,MN,44.6,-94.1
55308,Standard,Becker,"Becker, MN",Sherburne County,MN,45.4,-93.8
55309,Standard,Big Lake,"Big Lake, MN",Sherburne County,MN,45.4,-93.7
55310,Standard,Bird Island,"Bird Island, MN",Renville County,MN,44.8,-94.9
55311,Standard,Osseo,"Osseo, MN",Hennepin County,MN,45.12,-93.49
55312,Standard,Brownton,"Brownton, MN",McLeod County,MN,44.7,-94.3
55313,Standard,Buffalo,"Buffalo, MN",Wright County,MN,45.2,-93.8
55314,Standard,Buffalo Lake,"Buffalo Lake, MN",Renville County,MN,44.8,-94.6
55315,Standard,Carver,"Carver, MN",Carver County,MN,44.72,-93.68
55316,Standard,Champlin,"Champlin, MN",Hennepin County,MN,45.18,-93.38
55317,Standard,Chanhassen,"Chanhassen, MN",Carver County,MN,44.86,-93.55
55318,Standard,Chaska,"Chaska, MN",Carver County,MN,44.8,-93.6
55319,Standard,Clear Lake,"Clear Lake, MN",Sherburne County,MN,45.5,-94
55320,Standard,Clearwater,"Clearwater, MN",Wright County,MN,45.4,-94.1
55321,Standard,Cokato,"Cokato, MN",Wright County,MN,45.1,-94.2
55322,Standard,Cologne,"Cologne, MN",Carver County,MN,44.8,-93.8
55323,PO Box,Crystal Bay,NA,Hennepin County,MN,44.953954,-93.5764407
55324,Standard,Darwin,"Darwin, MN",Meeker County,MN,45.1,-94.4
55325,Standard,Dassel,"Dassel, MN",Meeker County,MN,45.1,-94.3
55327,Standard,Dayton,"Dayton, MN",Hennepin County,MN,45.21,-93.47
55328,Standard,Delano,"Delano, MN",Wright County,MN,45,-93.8
55329,Standard,Eden Valley,"Eden Valley, MN",Stearns County,MN,45.3,-94.6
55330,Standard,Elk River,"Elk River, MN",Sherburne County,MN,45.3,-93.6
55331,Standard,Excelsior,"Excelsior, MN",Hennepin County,MN,44.9,-93.6
55332,Standard,Fairfax,"Fairfax, MN",Renville County,MN,44.5,-94.7
55333,Standard,Franklin,"Franklin, MN",Renville County,MN,44.6,-94.9
55334,Standard,Gaylord,"Gaylord, MN",Sibley County,MN,44.5,-94.2
55335,Standard,Gibbon,"Gibbon, MN",Sibley County,MN,44.5,-94.5
55336,Standard,Glencoe,"Glencoe, MN",McLeod County,MN,44.8,-94.2
55337,Standard,Burnsville,"Burnsville, MN",Dakota County,MN,44.77,-93.28
55338,Standard,Green Isle,"Green Isle, MN",Sibley County,MN,44.7,-94
55339,Standard,Hamburg,"Hamburg, MN",Carver County,MN,44.73,-93.96
55340,Standard,Hamel,"Hamel, MN",Hennepin County,MN,45.08,-93.58
55341,Standard,Hanover,"Hanover, MN",Wright County,MN,45.16,-93.66
55342,Standard,Hector,"Hector, MN",Renville County,MN,44.7,-94.7
55343,Standard,Hopkins,"Hopkins, MN",Hennepin County,MN,44.91,-93.41
55344,Standard,Eden Prairie,"Eden Prairie, MN",Hennepin County,MN,44.86,-93.44
55345,Standard,Minnetonka,"Minnetonka, MN",Hennepin County,MN,44.92,-93.48
55346,Standard,Eden Prairie,"Eden Prairie, MN",Hennepin County,MN,44.88,-93.48
55347,Standard,Eden Prairie,"Eden Prairie, MN",Hennepin County,MN,44.83,-93.46
55348,PO Box,Maple Plain,NA,Hennepin County,MN,45.0067822,-93.6555315
55349,Standard,Howard Lake,"Howard Lake, MN",Wright County,MN,45.1,-94.1
55350,Standard,Hutchinson,"Hutchinson, MN",McLeod County,MN,44.9,-94.4
55352,Standard,Jordan,"Jordan, MN",Scott County,MN,44.7,-93.6
55353,Standard,Kimball,"Kimball, MN",Stearns County,MN,45.3,-94.3
55354,Standard,Lester Prairie,"Lester Prairie, MN",McLeod County,MN,44.89,-94.09
55355,Standard,Litchfield,"Litchfield, MN",Meeker County,MN,45.1,-94.5
55356,Standard,Long Lake,"Long Lake, MN",Hennepin County,MN,45,-93.59
55357,Standard,Loretto,"Loretto, MN",Hennepin County,MN,45.1,-93.66
55358,Standard,Maple Lake,"Maple Lake, MN",Wright County,MN,45.2,-94
55359,Standard,Maple Plain,"Maple Plain, MN",Hennepin County,MN,45,-93.7
55360,Standard,Mayer,"Mayer, MN",Carver County,MN,44.91,-93.91
